text_segment,calculated_level
"月光皎潔，將地面上的白色鵝卵石照得無比晶亮，就像發光的銀幣。
漢賽爾趴在地上撿拾石頭，直到口袋裝滿為止。
然後他回到房間，上床時跟葛麗特說：「別擔心了，去睡吧！上帝會看顧我們的，而且我已經計畫好了。」
天剛破曉，太陽都還沒升起地平線，女人就進到孩子的房裡，迅速地把他們的被子掀開。
「你們這兩個懶惰蟲，快起床！」她說，「我們得去森林裡撿些柴火！」她給兩個孩子一人一小片乾麵包。
「這是你們的午餐，",2
"別一下子就吃完，因為吃完就沒了。」
葛麗特把兩塊麵包放到自己的圍裙裡，因為漢賽爾的口袋已經裝滿鵝卵石。
他們一起出發到森林裡，漢賽爾不時停下腳步，回頭看著自己的家，直到父親對他說：「兒子，你老是回頭看什麼？專心走路吧！」
「我在看我的白色小貓，」漢賽爾說，「牠正高坐在屋頂上跟我說再見
呢・」
「笨小子，」他的後母說，「那不是你的小貓，那是陽光照在煙囪反射出的光線。」
事實上，漢賽爾並沒有在看貓，",2
"他是沿路丟下一顆顆白色鵝卵石，他回頭看，是為了確定這些石頭是否能看得清楚。
當他們抵達森林的中央，他們的父親說：「去找些火種，我來生點火，這樣你們才不會凍僵。」
孩子們收集枯枝，堆成一座小山，他們的父親則負責把火升起。當枯枝點燃了，火焰也越來越高，繼母對他們說：「把這裡當作像家一樣舒服，我親愛的孩子。躺在爐火旁邊取暖吧，我和你爸現在要去砍柴，等工作結束後，我們會來接你們回家。」",2
"漢賽爾和葛麗特坐在火堆旁，當他們認為是日正當中時，就拿出那一小塊乾麵包來吃。他們一直聽到斧頭砍柴的噠咑聲，以為父親就在附近工作。但那聲音並不是砍柴聲，而是他們的父親將樹枝綁在附近一棵枯樹幹上，風一吹，樹枝就隨之搖來晃去，發出好似砍柴的聲音。
孩子們坐在火堆前好長一段時間，眼皮變得越來越重，下午過後，日光漸漸黯淡下來，兄妹倆的身體也越靠越近，最後他們一起墜入夢鄉。
他們在黑暗中醒來，",2
"葛麗特害怕地哭了起來。她啜泣著說：「我們回不了家了。」「等月亮出來，」漢賽爾說，「我們就可以找到回家的路了。」
不一會兒，一顆明亮的滿月冉冉升起，漢賽爾沿路丟在地上的白色石子，被月光照得跟剛鑄好的硬幣一樣，閃閃發光。兩個孩子手牽手，在暗夜裡循著白石子指引的路回家。他們走了一整夜，終於在天剛破曉前，回到父親的小屋。
小屋的門鎖著，他們用力地敲門。當門被打開，來應門的後母雙眼也睜得好大，一臉驚訝。",2
"「你們這兩個可憐蟲，讓我們擔心死了！」後母把他們抱得很緊，緊到無法呼吸。「你們怎麼睡那麼久，我們以為你們不想回家了！」
她捏捏孩子的臉頰，彷彿她真心歡喜地再見到他們。不一會兒，父親也下樓了，孩子回家讓他的臉上露出真切的欣喜與安慰，因為他先前完全不想拋棄他們。
所以這次孩子安全抵家，沒有被遺棄。但過沒多久，整個地區的糧食又開始短缺，許多人飽受飢荒之苦。一天夜裡，孩子又聽到後母對父親說：「糟糕，",2
"我們家只剩半條麵包了，再來我們就只能等死。我們必須把兩個孩子給扔了，而且這回我們得想得周全些。他們上回肯定耍了些伎倆才順利回家，這次我們要把他們帶進更深的森林裡去，叫他們再也找不到回家的路。」
「喔，我並不喜歡這樣，」父親說，「你知道的，森林裡不只有野獸，還有妖精、巫婆和一些我想都不敢想的生物。難道我們就不能跟孩子同甘共苦，一起分享最後那塊麵包嗎？」
「別傻了，」那個女人說，「你還是不懂嗎？",2
"那樣我們全家都會餓死！你就是心太軟，懦弱和愚昧就是你這個人最大的問題。」
妻子無情的批評讓他痛苦萬分，但他毫無招架之力，因為樵夫已經對妻子做了第一次讓步，此後就只能讓步到底。
兩個孩子清醒著，父母的對話他們全都聽在耳裡。大人入睡之後，漢賽爾起身想到屋外去找白石子，但後母把門鎖住，還把鑰匙藏起來。但是當他回到床邊，還是照常安慰葛麗特說：「別擔心，葛麗特。去睡吧，上帝會看顧我們的。」
隔天一大早，",2
"後母跟上回一樣把孩子叫醒，給他們一人一塊比上次更小的乾麵包。當他們進入森林時，漢賽爾把麵包捏碎，並將麵包屑灑在他們走過的路徑上。他不時停下來，回頭探看是否能看得清楚這些麵包屑。
「漢賽爾，走快一點，」父親說，「別再回頭了。」
「我在看我的鴿子，」漢賽爾說，「牠正站在屋頂上跟我說再見呢。」「笨小子，」他的繼母說，「那不是你的鴿子，那是陽光照在煙囪反射出的
光線。別再找藉口磨蹭了。」",2
"漢賽爾再也沒有回頭，但他還是繼續暗中把口袋裡的麵包碾碎，灑在走過的小徑上。後母不斷催促他們走快一些，他們一行人越走越深入，進入他們此生從未到過的森林。
終於走到一處她滿意的地方，她對孩子說：「就在這裡停下吧！」父親和後母再次生了火，讓孩子舒服地坐在火堆旁取暖。
「來，好好待在這兒坐著，」那女人對孩子說，「我們回來之前不要離開。
我們要煩惱的事已經夠多了，你們倆別再搞丟，給我們添麻煩，",2
"天黑前會回來接
你們。」
孩子一直乖乖地坐在原地，等到他們認為是中午時分，葛麗特拿出他們僅剩的一小塊麵包出來分著吃，因為漢賽爾已經把他的麵包都灑完了。然後他們相繼墜入夢鄉。一整天過去了，沒有人回來接他們。
他們在黑夜裡醒來。「噓，別哭了，」漢賽爾對葛麗特說，「月亮升起的時候，我們就可以沿著麵包屑，找到回家的路了。」
當月光照耀大地，他們四處尋找麵包屑的蹤跡，找半天卻遍尋不著。",2
"原來是森林和田野裡上千隻野鳥，把麵包屑全都啄走了。
「我們一定可以找到路的，」漢賽爾說。
但是不管他們怎麼找，即便已經走了一天一夜，就是找不到離開森林的路，兩兄妹在森林裡迷路了。
除了累，他們也餓得頭昏眼花，因為除了幾顆在森林裡發現的漿果之外，他們什麼都沒吃。這時的他們實在太累了，只好隨意找棵樹，躺下來倒頭就睡。第三天早晨當兄妹倆醒來的時候，他們一點力氣也沒有，連站都站不太穩，",2
"而且他們依舊深陷林中，不知道自己身在何處。如果不馬上求救，他們必死無疑。
正午的時候，他們看到一隻雪白色鳥兒，高坐枝頭。牠的歌聲美極了，所以兄妹倆忍不住停下來聽。唱完，牠又飛往另一個枝頭，他們也緊跟著鳥兒，等牠停穩後，又開始放聲高歌，然後又飛往更遠的枝頭停歇。牠移動的速度比孩子們走的還快，好似在引導他們往某處前進。
追趕到最後，他們發現眼前佇立著一座小屋。鳥兒就停在小屋的屋頂上。這",2
"屋頂看起來有些奇怪・事實上.......
「屋頂是用蛋糕做的！」漢賽爾說。
至於那些牆壁......
「是用麵包做的！」葛麗特說。
而那些窗戶，可是用糖霜做的呢。
這兩個可憐的孩子們實在太餓了，還沒來得及敲門獲得屋主的首肯，他們就忙不迭地吃了起來。漢賽爾撕下一片蛋糕屋頂，葛麗特則敲破一塊甜窗戶，他們就地坐下，狼吞虎嚥吃了起來。
他們吃了好幾大口之後，就聽到從屋子裡傳來輕柔的聲音：
啃吧，啃吧，",2
"小老鼠，誰在啃我的糖果屋？
孩子們回答：是風，是狂野的風，是天堂裡的幸運童。
他們繼續吃，因為他們實在餓壞了。漢賽爾非常喜愛屋頂蛋糕的滋味，所以他又撕了一條像他的手臂那麼長的屋頂來吃。葛麗特則小心翼翼地推下另一扇甜窗，並開始大口大口的啃食。
突然間，門打開了，一位很老很老的老太婆步履蹣跚地走出來。漢賽爾和葛麗特吃驚極了，馬上停住手邊的動作，盯著老太婆瞧，嘴裡還塞滿食物。
老太婆見他們如此驚慌，",2
"立刻搖搖頭說：「不要害怕，我親愛的孩子！是誰帶你們來這裡的？進來休息吧，我的小甜心，屋裡還有好多小巧的糖果盒，等著安慰你們疲憊的身心，這裡就像家一樣安全！」
她慈愛地捏捏他們的臉頰，並牽著他們的手，把他們領進屋裡。屋裡早已擺好兩套餐具，好似她早就知曉他們的到來。老太婆拿出牛奶給他們喝，後來又端出加了糖、香料、蘋果和榛果的煎餅來款待他們，真是美味無比的一餐。
老太婆讓他們吃飽喝足之後，",2
"帶兄妹倆到一間小巧的臥房，那裡已經準備好兩張小床，床上鋪著雪白的床單。漢賽爾和葛麗特感覺自己有如置身天堂，上了床之後，很快就進入夢鄉。
然而，老太婆的友善是偽裝給孩子看的，其實她是個邪惡的巫婆，那座美味可口的糖果屋，完全是她為了吸引小孩而設下的圈套。一旦她成功吸引小孩上門，不管是男孩或是女孩，她都會把他們殺害，再煮來吃，讓自己飽餐一頓。就像其他的巫婆一樣，她的一雙紅眼看不清楚遠的事物，",2
"但她有靈敏的嗅覺，只要一有人類靠近，她就聞得出來。當漢賽爾和葛麗特開心地鑽進被窩，她也搓揉她那長滿瘤的枯乾雙手，不懷好意地狂笑。
「又有兩個小孩自投羅網了，」她嘎嘎地笑著，「我不會讓他們逃出我的手掌心。」
第二天清早她等不及走去孩子的臥房，看著他們熟睡，她得努力克制自己，不伸手去摸那紅通通、圓滾滾的小臉頰。
「看起來真好吃！」她想著。
她將漢賽爾從床上一把抓起，在他還來不及發出求救聲之前，",2
"就把他拖到屋外的工具棚裡，關進一口大籠子。他在籠子裡大聲求救，但沒有人聽到。
然後巫婆回到屋裡把熟睡的葛麗特搖醒，「起床了，你這懶丫頭！快去弄些井水，燒菜給你哥吃。他在工具棚裡。我要妳把他養胖一點，等他長得肥嘟嘟，我就要吃掉他。」
葛麗特聽了驚慌地哭了，但是哭也沒用，因為她眼下別無選擇，只能聽從巫婆的指令行事。於是漢賽爾每天都吃著豐盛美味的食物，而可憐的葛麗特卻只能以蝦殼裹腹度日。",2
"每天早上巫婆都會挂著柺杖，一跛一跛地走到工具棚，對籠裡的漢賽爾說：
「小子，把手指伸出來，我要看看你夠胖了沒。」
聰明的漢賽爾早想出因應之道：他從籠子裡伸出一根骨頭，讓視力不佳的巫婆誤以為那是他的手指。所以巫婆總是很納悶，為何漢賽爾老是瘦巴巴不長肉。
四個星期過去了，漢賽爾依舊瘦骨嶙峋，但巫婆一想到他紅通通、圓滾滾的臉頰，決定不再等待，她對葛麗特吼道：「喂！去井裡多打些水，水裝在大鍋子裡，",2
"放到火爐上煮滾。不管你哥哥是胖是瘦，骨瘦如柴還是白白胖胖，我不想再等了，明天我就要把他煮熟，拿來當燉肉吃。」
多可憐的葛麗特！她傷心地哭了起來，但是她還是得聽命於巫婆，迫不得已去提水。「親愛的上帝，救救我們吧！」她啜泣著說，「要是在森林裡被野獸吃了，我們至少還能死在一起。」
「你別再哀嚎了，」巫婆說，「現在誰也幫不了妳。」第二天一大早，葛麗特就得到外頭架鍋子生火。
「我們先烤麵包，」巫婆說，",2
"「我已經把麵糰揉好了。妳去看看火燒得夠不夠熱。」
她把可憐的葛麗特拖到大烤爐前，爐火燒得旺，熊熊烈焰竄出鐵爐門。
「妳爬進去看看爐火夠不夠熱，」巫婆厲聲地說，「快給我進去！」巫婆的如意算盤，當然是想等葛麗特進去之後關上爐門，把她也烤來吃。但是葛麗特察覺到巫婆的意圖，所以她說：「我不懂。妳要我進去爐子裡？怎麼可能鑽得進去呢？」
「蠢丫頭，」巫婆說，「走開，我來示範給妳看。這麼簡單也不會。」她彎下腰，",2
"把頭伸進爐門，葛麗特見狀立即用力推巫婆一把，老太婆重心不穩，踉蹌地跌進爐子裡。葛麗特趕緊把爐門關起來，用鐵桿門住爐門。爐子裡傳來可怕淒厲的尖叫聲，葛麗特蓋住耳朵，死命地往外跑。巫婆就這樣被活活燒死。
葛麗特跑到屋外的工具棚，大聲地喊著：「漢賽爾，我們得救了！那個老巫婆死了！」
門一開，漢賽爾就像出了籠的小鳥般，開心地蹦出籠子。他們倆簡直欣喜若狂，他們張開雙臂，熱情相擁，又是互吻臉頰，",3
"又是高興地跳上跳下。他們終於無須再恐懼。他們跑回巫婆的小屋，看到屋裡各個角落都堆放著一箱箱珍貴的寶石。
「這比鵝卵石好多了，」漢賽爾說著，一邊掏了一些到口袋裡。
「我也來拿一些，」葛麗特把寶石放進圍裙，直到裝滿。
「現在我們該走了，」漢賽爾說，「讓我們離開這片巫婆住的森林吧！」走了幾個小時之後，他們來到一座大湖。
「我們過不去了，」漢賽爾說，「我沒看到湖上有橋。」
「我也沒看到船。咦，你看！",2
"」葛麗特說，「那邊有一隻白鴨，我來問問她，可不可以載我們過湖。」她對著白鴨大喊：
小白鴨呀小白鴨，請你好心來幫忙，水深，水廣，水又冷，你的白背載過湖。
小白鴨游向他們，漢賽爾馬上爬上牠的白背。
「快上來，葛麗特！」他說，「過來跟我一起坐。」
「不，」葛麗特說，「這對小鴨子來說太重了，我們應該一個一個過去才
對。」
這隻善良的鴨子這麼做了，他們平安抵達對岸之後，又走了一會兒，",2
"附近的林子就漸漸熟悉起來。終於他們遠遠望見父親的小屋，他們飛奔過去，衝進屋裡，緊緊摟住爸爸的脖子。
這個男人自從把孩子丟在森林之後，沒有一刻快活過。後來他的妻子也死了，他便孤苦無依的生活，而且日子過得窮愁潦倒。現在葛麗特把圍裙一抖開，所有的珠寶散落一地，漢賽爾也從口袋將寶石一把一把往外扔。
他們的苦難終於結束，他們自此過著幸福愉快的日子。
老鼠逃跑，故事終了，
如果你逮到了牠，替自己做頂毛皮帽。",3
"「哇！盪得好高！」在大家的歡呼聲中，穿著魯凱族服飾的新娘，站在秋千上。新郎一次次的來回拉動搖盪，新娘身上的飾品和百合花頭飾，叮叮噹噹的，好像為她的美麗歡呼。
新娘是表姐的同事，請我們來做客。這是我第一次參加魯凱族的婚禮，覺得很新奇。會場上，傳出歡樂的歌聲，秋千盪得越高，代表新娘越勇敢。勇敢的新娘得到大家的祝福與讚賞，她的笑容也越來越美。
盪秋千結束後，新人先喝連杯酒，再一一向大家敬酒。接著，",2
跳舞的活動開始了，我也跟著又唱又跳，和大家手拉著手，在歌舞聲中，一起祝福新人。忽然，有人驚呼新娘不見了。原來，這是「藏新娘」的習俗。新娘被藏在部落裡，新郎再帶著親友，熱熱鬧鬧的找回新娘。表姐說：「有了這些安排，希望新郎學會更愛惜新娘！」我才明白，這場婚禮正表現出魯凱族人愛家、互助的傳統精神。活動一直進行到深夜，歡樂的婚禮，才畫上美麗的句點。,2
"刈包（虎咬豬）
刈包即是中國其他菜系所稱之「荷葉夾」，因為其麵皮蒸好的形狀如同虎嘴，裡面包滿豬五花肉，因此在臺灣又被稱為「虎咬豬」。荷葉夾常見於大餐廳，而刈包在臺灣則常見於大街小巷的小吃攤，通常賣刈包的小吃攤也會賣四神湯。",3
傍晚，我才走到家門口，便聽見屋裡傳來渾厚有力的歌聲：「身騎白馬走三關，改換素衣回中原……。」原來是為了參加歌仔戲公演的阿嬤，又在加緊練唱了。阿嬤經常提起，童年時代的她，很喜歡跟著大人到廟口看野臺歌仔戲，對於演員優美的唱腔和華麗的戲服，總是著迷不已。所以，時常找來三五好友，披著花色的被單當戲服，一個演小生，一個扮花旦，其他的人就充當丑角或別的角色，一場精彩的歌仔戲就這樣熱熱鬧鬧的上演了。現在的阿嬤，,3
除了喜歡看歌仔戲，還參加社區大學的「歌仔戲研習班」，開始研究歌仔戲，也正式學唱歌仔戲。我走進客廳，只見阿嬤一邊繞著客廳遊走，一邊拿著雞毛撢子比畫著。看到這有趣的情景，我忍不住笑了出來，可是，阿嬤卻正經八百的說：「我正騎著快馬在趕路呢！」原來歌仔戲常常運用道具做象徵性的表演。這時，阿嬤手中的雞毛撢子就代表一匹高大的駿馬呢！看到阿嬤架勢十足的騎馬姿態，我想，這應該就是她常說的身段表演。,2
阿嬤一邊做著動作，一邊唱著「七字調」。等她一唱完，我急忙拍手叫好，並說：「如果再加上配樂，那就更妙了。」阿嬤好像找到知音，很興奮的說：「對啊！等我們正式上臺表演的時候，就會有人使用月琴和大鼓等樂器來伴奏，讓我們的演出更有看頭呢！」「阿嬤，您這次的演出要背劇本嗎？」我好奇的問。「唉呀！我現在年紀大了，根本記不住劇本的內容。所以，我們這次的演出是不用背劇本的，都由一位專門的老師來指導和講解劇情，,2
再靠一次又一次的練習來熟悉演出的內容。」「演出那天，您會化妝嗎？」我繼續追問。阿嬤立刻神采飛揚的說：「當然會啊！而且還要化濃妝，這樣才能凸顯五官，好讓觀眾可以看清楚我們的扮相和表情。」聽阿嬤娓娓談起歌仔戲的種種，我除了好奇的想深入去探究歌仔戲的世界，同時，也盼望著公演的日子趕快到來。我要專心的看完整場戲，做一個最忠實的小觀眾。,2
"原鄉慶典
臺灣原住民包括阿美族、泰雅族、卑南族、布農族、排灣族、達悟族（雅美族）、魯凱族、鄒族、賽夏族、邵族、噶瑪蘭族、太魯閣族、撒奇萊雅族、賽德克族、卡那卡那富族及拉阿魯哇族等16大族群，每個部族都要重要慶典，藉由祭典、儀式、歌舞、競技等來表達對天地鬼神的崇敬。又因各族群間的傳統習俗和生活方式不同，而衍生出各式各樣的祭典風貌。
鄒族-戰祭
戰祭（Mayasvi瑪雅斯比）是鄒族部落中最神聖的祭典，",3
"約在每年2月份左右。鄒族的戰祭又有「凱旋祭」、「人頭祭」、「敵首祭」、「迎神祭」等之說法，其主要供奉征戰之神，即戰神和司命神，除向其祈求戰力外，也藉此求得神靈的庇祐，並含有激勵族人士氣的功用。
布農族-打耳祭
打耳祭是布農族一年中最重要的祭典，約在每年4月下旬至5月初舉行，傳統的「打耳祭」，在祭典舉行前，成年男子都必須上山打獵，將獵物的耳朵割下掛在木架或樹枝上，讓全村的男子輪流用弓箭射擊；",3
"而年幼的孩子則由父兄陪伴，到場中練習射擊，如此可訓練他們日後變成狩獵的高手。布農族人以往射擊鹿耳來祈求農作及狩獵的豐收，近年來，漸漸改射山豬耳替代。
達悟族-飛魚祭
達悟族和飛魚有著密不可分的關係，每年3~7月間飛魚會隨著黑潮而來，帶給蘭嶼達悟族人莫大的豐收。「飛魚祭」是一種獵魚的儀式，約在每年農曆2、3月間舉行。活動內容包含-祈豐魚祭、招魚祭、飛魚收藏祭等階段。
賽夏族-矮靈祭",3
「矮靈祭」是賽夏族最重要的ㄧ項傳統祭典，2年一小祭，10年一大祭，約在農曆10月15日左右農作物收成之後舉行。整個矮靈祭拜過程-告靈、迎靈、會靈、娛靈、送靈等幾個主要儀式，其中尤以迎靈最神聖，只容許賽夏族人參與（一般遊客只能參加會靈及娛靈兩種儀式）。,3
"﻿我是行人的好朋友，天天站在馬路口，引導人們走過行人穿越道 。 我會配合倒數計時，展現活潑的身手，身體還會發出閃亮的綠色光芒，因此大家都叫我「小綠人」。我還有一個好同伴──小紅人，我們一起守護行人的安全。
我喜歡欣賞路口的風光。今天早晨，我正在休息時，突然聽到兩個小朋友的交談聲。小男孩說：「你看，現在小紅人立正站好，我們不能過馬路。」小女孩說：「對呀！要等小綠人出現，小綠人是給行人看的綠燈。",2
"」知道他們這麼守秩序，我不由得精神百倍。
終於，換我上場了！我邁出不疾不徐的步伐，抬頭挺胸的引導行人往前走。倒數快結束了！我開始快步走，他們也跟著加快腳步。時間到！大家都安全的穿越馬路，我真想歡呼。
不管白天或夜晚，不管晴天或雨天我總是認真的守護著行人。每個人都能夠快快樂樂的出門，平平安安的回家，就是我最大的心願。
偷偷告訴你，在某些地方，我還會打扮成不同的造型。以後走在路上，",2
也許你會看到不一樣的小綠人。,1
"元宵節
農曆1月15日是元宵節，俗稱「小過年」，也是傳統春節的最後一天，其熱鬧的程度僅次於農曆春節，是臺灣最熱鬧的大型傳統文化節慶。全國各地張燈結綵熱鬧地舉行燈會慶元宵活動，吃元宵含有團圓的意義唷！
臺灣熱鬧的元宵節，各地都有特別又熱鬧的活動唷！ 包括臺灣燈會、平溪天燈、臺東炸寒單、臺南鹽水蜂炮等活動都是最受國際觀光客喜愛的臺灣節慶呢！
臺灣燈會
臺灣燈會是元宵節最具國際化的節慶盛事，",2
"每年燈會主題均以該年生肖為主題之外，融入全臺的鄉土民情以花燈呈現，並透過與學校單位合作，加入民眾創意共同創作，輔以副燈、祈福燈區、歡樂燈區等多元花燈藝術展區，燈會開幕當天更有來自國內外團體參與演出，精采萬分，主辦單位每年配合生肖都會推出一款「生肖小提燈」，是大小朋友排隊人氣小禮物喔！
平溪放天燈
天燈相傳起源於三國時代的諸葛亮所發明，為了傳遞軍情，利用熱氣上升原理製作天燈飄浮於空中，",4
"也因為形狀類似孔明所戴的帽子，因而天燈又名孔明燈，逐漸流傳至民間，是許願祈福的代表。
天燈在新北市平溪地區施放的由來，相傳早期居民因地處偏僻山區，有盜匪作亂，避難山中，待危機過後，以天燈當作信號，通報村民返家。爾後，放天燈的儀式卻保留下來，成為地方民俗，是祈福納喜的象徵。每年元宵節，天燈帶著眾人的祈願飛向天際，「千燈齊放」的風景相當壯觀美麗。
鹽水蜂炮
相傳清朝時期，臺南市鹽水一帶瘟疫疾病流行，",4
"故傳祈求關聖帝君顯威靈、出巡遶境，從農曆1月13日至1月15日一連三天，所到之處，百姓施放煙火鞭炮，藉以去除瘟疫，此後，鹽水區一帶果然歸於安寧。百姓為感念關聖帝君的神威，每年元宵節當天燃放煙火，並舉行「關帝遶境」。放煙火的習俗傳承至今，鹽水蜂炮提前在元宵節前夜（農曆1月14日）開始施放，當神轎抵達時，附近商家、住戶蜂擁而上將蜂炮抬出點燃，一時飛炮沖天，將鹽水區化做一座不夜城。
炸寒單",4
"「寒單爺出巡」是臺東市重要元宵節活動，對於當必民眾而言，就是「迎接財神爺」喔！
相傳寒單爺，是封神榜中，管天庫、善聚財的武財神趙公明，所以一出巡，大家爭相迎接討吉利，祂生性怕冷，所以又稱寒單爺。元宵節這天，臺東市各寺廟眾神齊聚繞境，家家戶戶不只準備香案祈福，一串串鞭炮，更是迎寒單爺所不可少的。扮這位財神爺的人，頭上紮著頭巾並蒙著臉，身上僅穿件紅色短褲，赤裸上身，接受民眾鞭炮轟擊。",3
為什麼用鞭炮轟擊呢？這有二種說法，其一是寒單爺係「流氓神」，鞭炮聲愈震身，愈意氣飛揚，同時也象徵不滿情緒之宣洩；另一種說法較不普遍，即生性怕寒的財神爺，唯有以熱呼呼的「炮火」為祂驅寒，才能獲得財神爺的關愛。,3
﻿從前有一個商人，他有一顆像小酒杯那麼大的寶石，非常貴重。有一次，他要到很遠的地方去做生意，擔心路上會遇到強盜，所以不敢把寶石帶在身邊。他想了一想，去找一個開珠寶店的朋友，託他保管這一顆寶石。那位朋友滿口答應了，說：「你儘管放心。東西存在我的保險箱裡，一定不會丟的！」商人向珠寶店老板道了謝，就高高興興的出門去了。半年以後，商人平安回家了。他安頓好行李，頭一件事就是去找珠寶店老闆，要把那顆寶石拿回,2
"想不到珠寶店的老闆，裝出一副很驚訝的表情說：「那顆寶石，你不是早已經取回去了嗎？怎麼又來跟我要呢？好在我這裡有一本存物冊子，大家可以查一查，免得鬧翻了臉。」說著，就拿出存物冊子來，指給商人看，嘴裡一邊說著：「三月二十四日，你已經把寶石取走了。不但這冊子上記得清清楚楚，並且我還有證人呢！記得那一天，我這裡還有一個裁縫和一個朋友在一起喝酒。他們都親眼看到的，可以出來做證人。」
商人聽完，氣極了，",2
"可是自己當初也沒有向老板要什麼收據，吵下去也沒有用。他知道
珠寶店商老板存心賴他那一顆寶石，決定到法院去告他。
法官是一個很能幹的人。他聽完了兩邊的話，就要珠寶店老板去把兩個證人也請了來。
法官對他們四個人說：「你們都見過那顆寶石，走廊那邊有四個空房間，房間裡有桌子，桌子上有黏土。你們一人在一個房間裡，用那些黏土把那顆寶石的形狀大小，做個模型來給我看看。現在就請吧！」
不久，四個模型都做好了。",2
商人和珠寶店老闆做的，形狀大小都差不多。但是那兩個證人做的，一個只有一顆黃豆那麼大，一個大得像茶杯。法官看了，就對珠寶店老闆說：「這兩個證人根本沒見過那顆寶石，你約他們出來做假見證，根本是存心私吞人家的寶石。你有罪！」珠寶店老板沒話說，只好認了罪，把那顆大寶石還給商人。,2
"雞蛋糕
一種常在臺灣街頭販賣的零嘴，類似香港小吃雞蛋仔但口味與形狀又不完全相同。相傳雞蛋仔起源於1950年代，有雜貨店老闆為了不浪費破裂的蛋，遂嘗試加入麵粉、牛油等配料弄成漿狀，再經倒模烘烤而成。現烤雞蛋糕是伴隨我們長大的小點心，嘴饞時總要買幾個來解饞，熱騰騰的雞蛋糕，還透著濃濃雞蛋香與牛奶香，烤得金黃酥脆的雞蛋糕，香味總是讓人懷念，內餡鬆軟口感綿密，不變的好味道，隨時隨地都可以來一包。",2
一般人常說施比受更有福，但是施與受之間往往是一線之隔。通常，人們也許寄望今日施一分誠意，他日能受一分福緣，而這種對等關係的確維繫現代人部分的人際關係。但是，有時候施的背景後有著更深的關懷，受的內心又有著至情的感念。平日，我搭公車上下班，只要身體狀況許可，見了老弱婦孺都能挺身讓座，目的無他，只求異時、異地，當我雙親搭車時也能遇上慈愛之人起身讓座。一日，我照例擠在一群上班族中搭公車上班，,3
由於起站時已是滿座，因此到了我這一站也只有站著上班去。此時，身旁正站著一位吃力拄著拐杖的年輕人，而眼前的博愛座正坐著一位身強體健的青年，也許是不忍人之心興起，很想提醒這位青年讓座。正當此時，一股莫名的羞澀感阻止我開口，剛要發言的口應時緊閉。正在矛盾的當兒，不遠處一位娟秀少女起身讓座，頓時解決了我的問題。正當我慶幸免去尷尬處境時，我見到娟秀的身影一跛一跛的漸踱到我的面前，而一個遲鈍而緩慢的步伐篤！,3
篤！的挪向剛騰出來的空位。霎時，我的頭有點昏眩，眼前一陣模糊，我為自己薄弱的道德勇氣而自責，同時，也為眼前的那一幕而暗自稱幸，人性固然有些許黑暗面，但是仍有空谷跫音般的美事。以那位少女立場來說，也許她擁有許多需要他人施的條件。但是，今天她卻能在自己有限的條件下，把關懷給予最需要的人，施與受對她而言，已不是字面上單純的協助了，而是提昇了人性的光輝。在有能力之時給予，固然值得吾人喝采，但是，,3
在屋漏時卻能借人一個屋簷避雨，不也是至上的真情？這正是雪中送炭較錦上添花來得芬芳，彌足珍貴。無論我們握有多少財富，貴在為人的真誠，正如無論我們手中掬有多少朵鮮花，只要我們願意將花送給需要花的人，花的芬芳不僅盈袖，更遠播他處。我相信送花的手比接花的手來得芬芳！,2
"端午節
端午節相傳是為了紀念「屈原」，屈原是戰國時代楚國人，忠心愛國，無奈楚王卻聽信奸臣的話，屈原感到失望，就投汩羅江自盡。屈原投江後，居民為了不讓跳下汨羅江的屈原屍體被魚蝦吃掉，所以在江裡投下許多用竹葉包裹的米食（粽子），並且競相划船（賽龍舟）希望找到屈原的屍體。
端午節最普遍的習俗包括「划龍舟」和「吃粽子」，而小朋友們則是「配戴香包」、「玩立蛋」。
賽龍舟是目前國內著名的觀光活動之一，",3
全臺各地（如臺北新店碧潭及基隆河、宜蘭縣冬山河、高雄市愛河等）每年都有大型龍舟競賽十分熱鬧。,2
"大腸包小腸
在臺灣簡單又能飽足的一種特殊小吃，就是將體積較大的糯米腸切開後，再夾住體積較小的臺式香腸，再用炭火或爐火烤熟，即成為「大腸包小腸」。臺灣某些地區的夜市也會提供豪華版本的大腸包小腸，除了香腸之外，還會加上各種配料，如香菜、花生粉、臺式酸菜、生大蒜、九層塔等，淋上些醬料一起大口咬下，香噴噴、熱騰騰，創造更豐富的口味及口感，大大滿足民眾的味蕾。",3
有一回，我從學校下課要趕往電臺錄音。上車沒多久，計程車司機即回過頭來問我：妳是建中老師？當我點頭答是時，司機先生竟又緊接著問：老師有幾個孩子？功課好不好？兒子國小三年級，他們不排名次的；女兒念六年級，班上四十五個同學，上次月考她排名三十二！我才一說完，只見司機先生高興得呵呵大笑，雙手拍著駕駛盤叫：真的？妳是老師吔！妳的孩也才考三十多名？說實在，我今天回家本來是準備要修理我那兒子的，,2
